Date,Product,Production,Sold,Revenue
2023-03-08,Beta Gadget,414,385,107154.36
2023-03-08,Camera,312,285,222582.93
2023-03-08,Delta Device,274,259,52429.05
2023-03-08,Epsilon Engine,585,550,785027.86
2023-03-08,Gamma Gizmo,612,583,53109.42
2023-03-08,Omega Orb,624,597,248653.73
2023-03-08,Theta Tool,508,483,57698.64
2023-03-08,Zeta Zone,380,273,165259.69
2023-03-09,Alpha Widget,598,486,73225.64
2023-03-09,Beta Gadget,599,443,120144.15
2023-03-09,Camera,495,421,335488.29
2023-03-09,Delta Device,447,435,84183.57
2023-03-09,Epsilon Engine,535,470,705930.13
2023-03-09,Gamma Gizmo,366,337,30507.12
2023-03-09,Omega Orb,469,328,140679.48
2023-03-09,Theta Tool,549,488,63748.31
2023-03-09,Zeta Zone,545,514,294745.94
2023-03-10,Alpha Widget,477,368,56304.94
2023-03-10,Beta Gadget,422,315,90192.7
2023-03-10,Camera,349,290,248720.08
2023-03-10,Delta Device,657,489,99263.62
2023-03-10,Epsilon Engine,649,460,672653.42
2023-03-10,Gamma Gizmo,377,369,33620.22
2023-03-10,Omega Orb,426,409,163694.35
2023-03-10,Theta Tool,636,511,64538.67
2023-03-10,Zeta Zone,583,440,262022.61
2023-03-11,Alpha Widget,323,307,45242.71
2023-03-11,Beta Gadget,670,531,147354.55
2023-03-11,Camera,465,391,306313.43
2023-03-11,Delta Device,591,442,83544.73
2023-03-11,Epsilon Engine,396,284,406545.34
2023-03-11,Gamma Gizmo,465,397,38004.93
2023-03-11,Omega Orb,587,482,191857.98
2023-03-11,Theta Tool,289,277,33663.39
2023-03-11,Zeta Zone,687,535,299986.77
2023-03-12,Alpha Widget,537,433,67241.76
2023-03-12,Beta Gadget,337,271,71151.51
2023-03-12,Camera,390,308,253365.57
2023-03-12,Delta Device,293,245,46640.91
2023-03-12,Epsilon Engine,611,474,708584.8
2023-03-12,Gamma Gizmo,411,347,31794.8
2023-03-12,Omega Orb,673,654,259816.13
2023-03-12,Theta Tool,340,253,32651.35
2023-03-12,Zeta Zone,650,561,334829.13
2023-03-13,Alpha Widget,617,538,84267.01
2023-03-13,Beta Gadget,577,404,108437.83
2023-03-13,Camera,502,489,416456.79
2023-03-13,Delta Device,358,273,52212.8
2023-03-13,Epsilon Engine,562,447,620196.68
2023-03-13,Gamma Gizmo,288,202,18567.15
2023-03-13,Omega Orb,571,475,190014.58
2023-03-13,Theta Tool,478,403,49256.44
2023-03-13,Zeta Zone,529,499,281403.7
2023-03-14,Alpha Widget,372,359,53334.32
2023-03-14,Beta Gadget,389,320,90030.43
2023-03-14,Camera,513,492,412474.59
2023-03-14,Delta Device,518,434,81935.97
2023-03-14,Epsilon Engine,291,212,305084.52
2023-03-14,Gamma Gizmo,329,322,29072.08
2023-03-14,Omega Orb,418,332,134411.03
2023-03-14,Theta Tool,448,437,52346.64
2023-03-14,Zeta Zone,606,561,330421.07
2023-03-15,Alpha Widget,518,503,77888.52
2023-03-15,Beta Gadget,445,428,115542.15
2023-03-15,Camera,450,339,283088.47
2023-03-15,Delta Device,320,272,52495.71
2023-03-15,Epsilon Engine,627,529,800590.1
2023-03-15,Gamma Gizmo,277,201,19999.51
2023-03-15,Omega Orb,491,423,168663.02
2023-03-15,Theta Tool,666,602,77535.33
2023-03-15,Zeta Zone,434,318,185458.02
2023-03-16,Alpha Widget,481,424,66384.63
2023-03-16,Beta Gadget,337,266,70241.67
2023-03-16,Camera,515,376,317841.21
2023-03-16,Delta Device,556,471,95104.89
2023-03-16,Epsilon Engine,522,411,616401.25
2023-03-16,Gamma Gizmo,320,273,24784.65
2023-03-16,Omega Orb,642,606,250326.63
2023-03-16,Theta Tool,494,480,59830.8
2023-03-16,Zeta Zone,532,455,255620.71
2023-03-17,Alpha Widget,361,315,47114.15
2023-03-17,Beta Gadget,615,487,138937.35
2023-03-17,Camera,459,448,356095.42
2023-03-17,Delta Device,523,509,99620.82
2023-03-17,Epsilon Engine,611,559,789440.15
2023-03-17,Gamma Gizmo,485,366,34187.24
2023-03-17,Omega Orb,378,328,135920.2
2023-03-17,Theta Tool,615,543,70429.1
2023-03-17,Zeta Zone,344,249,144318.3
2023-03-18,Alpha Widget,379,302,45102.77
2023-03-18,Beta Gadget,653,486,127454.74
2023-03-18,Camera,309,231,193346.9
2023-03-18,Delta Device,557,402,81453.54
2023-03-18,Epsilon Engine,656,529,733143.62
2023-03-18,Gamma Gizmo,341,307,29498.18
2023-03-18,Omega Orb,609,532,207725.72
2023-03-18,Theta Tool,380,347,41233.43
2023-03-18,Zeta Zone,424,403,223228.12
2023-03-19,Alpha Widget,437,350,50846.07
2023-03-19,Beta Gadget,350,287,82072.74
2023-03-19,Camera,663,598,503393.99
2023-03-19,Delta Device,609,557,107562.25
2023-03-19,Epsilon Engine,317,239,359022.26
2023-03-19,Gamma Gizmo,302,293,27182.72
2023-03-19,Omega Orb,626,497,203807.32
2023-03-19,Theta Tool,460,333,40463.37
2023-03-19,Zeta Zone,427,411,247201.34
2023-03-20,Alpha Widget,359,274,40462.28
2023-03-20,Beta Gadget,521,394,113288.16
2023-03-20,Camera,307,234,187494.76
2023-03-20,Delta Device,304,231,43821.61
2023-03-20,Epsilon Engine,305,275,387587.04
2023-03-20,Gamma Gizmo,542,524,47410.56
2023-03-20,Omega Orb,543,455,189757.91
2023-03-20,Theta Tool,352,301,36729.98
2023-03-20,Zeta Zone,344,260,143539.08
2023-03-21,Alpha Widget,392,368,56635.29
2023-03-21,Beta Gadget,622,600,168177.65
2023-03-21,Camera,490,395,314874.19
2023-03-21,Delta Device,276,270,54689.71
2023-03-21,Epsilon Engine,475,441,647663.43
2023-03-21,Gamma Gizmo,484,362,35451.28
2023-03-21,Omega Orb,629,442,187010.41
2023-03-21,Theta Tool,338,288,37317.37
2023-03-21,Zeta Zone,297,220,133467.62
2023-03-22,Alpha Widget,569,547,81987.36
2023-03-22,Beta Gadget,493,470,126332.59
2023-03-22,Camera,461,416,343626.11
2023-03-22,Delta Device,468,335,67506.44
2023-03-22,Epsilon Engine,414,307,430415.75
2023-03-22,Gamma Gizmo,371,297,27344.97
2023-03-22,Omega Orb,380,329,133732.4
2023-03-22,Theta Tool,608,586,71320.04
2023-03-22,Zeta Zone,531,401,227250.81
2023-03-23,Alpha Widget,604,431,64532.95
2023-03-23,Beta Gadget,342,240,68522.62
2023-03-23,Camera,333,248,196185.14
2023-03-23,Delta Device,498,453,88223.36
2023-03-23,Epsilon Engine,387,372,521946.98
2023-03-23,Gamma Gizmo,298,257,25565.99
2023-03-23,Omega Orb,346,312,133161.17
2023-03-23,Theta Tool,262,227,27087.54
2023-03-23,Zeta Zone,614,564,325167.01
2023-03-24,Alpha Widget,367,306,46816.4
2023-03-24,Beta Gadget,481,366,103004.19
2023-03-24,Camera,468,418,331378.53
2023-03-24,Delta Device,513,430,82564.44
2023-03-24,Epsilon Engine,376,333,506719.16
2023-03-24,Gamma Gizmo,296,219,20035.97
2023-03-24,Omega Orb,523,469,199447.45
2023-03-24,Theta Tool,480,402,52446.93
2023-03-24,Zeta Zone,607,534,312953.77
2023-03-25,Alpha Widget,530,429,63064.38
2023-03-25,Beta Gadget,381,297,81818.45
2023-03-25,Camera,704,638,532770.89
2023-03-25,Delta Device,724,679,130566.26
2023-03-25,Epsilon Engine,458,370,511518.95
2023-03-25,Gamma Gizmo,651,589,56597.34
2023-03-25,Omega Orb,568,540,216867.41
2023-03-25,Theta Tool,344,294,35052.74
2023-03-25,Zeta Zone,531,430,248063.16
2023-03-26,Alpha Widget,560,495,74816.04
2023-03-26,Beta Gadget,731,620,164082.7
2023-03-26,Camera,424,335,260971.27
2023-03-26,Delta Device,739,525,97643.75
2023-03-26,Epsilon Engine,739,597,901554.2
2023-03-26,Gamma Gizmo,653,618,60480.89
2023-03-26,Omega Orb,539,455,186023.82
2023-03-26,Theta Tool,302,252,31763.7
2023-03-26,Zeta Zone,364,316,179875.5
2023-03-27,Alpha Widget,479,357,55467.61
2023-03-27,Beta Gadget,424,354,96120.29
2023-03-27,Camera,354,263,204877.35
2023-03-27,Delta Device,656,468,93060.92
2023-03-27,Epsilon Engine,342,260,375453.6
2023-03-27,Gamma Gizmo,393,380,35854.93
2023-03-27,Omega Orb,532,447,180913.39
2023-03-27,Theta Tool,568,494,62739.33
2023-03-27,Zeta Zone,468,377,224896.92
2023-03-28,Alpha Widget,580,491,70265.98
2023-03-28,Beta Gadget,644,599,160213.84
2023-03-28,Camera,701,604,510170.44
2023-03-28,Delta Device,292,209,39792.13
2023-03-28,Epsilon Engine,369,306,457003.69
2023-03-28,Gamma Gizmo,471,406,38027.56
2023-03-28,Omega Orb,364,258,110575.32
2023-03-28,Theta Tool,302,219,26534.83
2023-03-28,Zeta Zone,466,398,227486.69
2023-03-29,Alpha Widget,568,448,70333.34
2023-03-29,Beta Gadget,426,406,110506.83
2023-03-29,Camera,290,224,191521.86
2023-03-29,Delta Device,631,490,92190.6
2023-03-29,Epsilon Engine,638,518,727399.2
2023-03-29,Gamma Gizmo,468,359,35136.47
2023-03-29,Omega Orb,454,404,164061.16
2023-03-29,Theta Tool,539,501,64698.33
2023-03-29,Zeta Zone,582,426,244473.01
2023-03-30,Alpha Widget,278,237,35320.42
2023-03-30,Beta Gadget,473,401,109877.55
2023-03-30,Camera,463,370,290360.88
2023-03-30,Delta Device,336,279,52455.25
2023-03-30,Epsilon Engine,318,288,418203.7
2023-03-30,Gamma Gizmo,530,445,43716.71
2023-03-30,Omega Orb,586,449,182182.44
2023-03-30,Theta Tool,382,298,37888.59
2023-03-30,Zeta Zone,467,440,248864.56
2023-03-31,Alpha Widget,438,367,54224.89
2023-03-31,Beta Gadget,399,383,106754.48
2023-03-31,Camera,253,194,163058.8
2023-03-31,Delta Device,517,368,72496.22
2023-03-31,Epsilon Engine,489,473,715568.26
2023-03-31,Gamma Gizmo,655,534,48346.34
2023-03-31,Omega Orb,521,479,192948.68
2023-03-31,Theta Tool,316,234,29356.64
2023-03-31,Zeta Zone,453,342,200657.69
2023-04-01,Alpha Widget,724,675,99246.85
2023-04-01,Beta Gadget,557,506,134597.67
2023-04-01,Camera,745,636,513809.9
2023-04-01,Delta Device,367,268,54583.12
2023-04-01,Epsilon Engine,521,406,565451.08
2023-04-01,Gamma Gizmo,490,362,33030.75
2023-04-01,Omega Orb,606,590,233776.29
2023-04-01,Theta Tool,562,537,65970.72
2023-04-01,Zeta Zone,628,482,272977.11
2023-04-02,Alpha Widget,648,626,93415.01
2023-04-02,Beta Gadget,474,355,101281.67
2023-04-02,Camera,340,328,281361.36
2023-04-02,Delta Device,670,480,91971.19
2023-04-02,Epsilon Engine,778,598,833555.79
2023-04-02,Gamma Gizmo,495,482,43889.16
2023-04-02,Omega Orb,475,405,160532.69
2023-04-02,Theta Tool,459,366,43524.12
2023-04-02,Zeta Zone,534,465,262159.32
2023-04-03,Alpha Widget,492,436,66036.51
2023-04-03,Beta Gadget,387,329,92364.07
2023-04-03,Camera,621,525,412821.75
2023-04-03,Delta Device,613,437,84367.42
2023-04-03,Epsilon Engine,333,273,404593.35
2023-04-03,Gamma Gizmo,278,250,24702.64
2023-04-03,Omega Orb,288,231,95604.25
2023-04-03,Theta Tool,275,215,26451.37
2023-04-03,Zeta Zone,565,469,271781.31
2023-04-04,Alpha Widget,606,458,68119.96
2023-04-04,Beta Gadget,593,471,132481.92
2023-04-04,Camera,695,505,407604.52
2023-04-04,Delta Device,638,539,100122.8
2023-04-04,Epsilon Engine,631,609,874387.42
2023-04-04,Gamma Gizmo,671,609,59411.66
2023-04-04,Omega Orb,576,425,179937.27
2023-04-04,Theta Tool,636,504,65515.18
2023-04-04,Zeta Zone,440,403,227669.38
2023-04-05,Alpha Widget,347,290,42439.17
2023-04-05,Beta Gadget,329,257,69038.36
2023-04-05,Camera,309,265,215338.21
2023-04-05,Delta Device,396,345,69418.7
2023-04-05,Epsilon Engine,418,317,470427.54
2023-04-05,Gamma Gizmo,460,363,35718.4
2023-04-05,Omega Orb,492,349,145490.26
2023-04-05,Theta Tool,707,571,71467.15
2023-04-05,Zeta Zone,277,271,153943.85
2023-04-06,Alpha Widget,667,481,71621.44
2023-04-06,Beta Gadget,483,426,114517.21
2023-04-06,Camera,490,350,297968.78
2023-04-06,Delta Device,479,392,73560.15
2023-04-06,Epsilon Engine,440,350,484379.9
2023-04-06,Gamma Gizmo,649,520,50827.85
2023-04-06,Omega Orb,734,621,254581.79
2023-04-06,Theta Tool,567,541,67992.28
2023-04-06,Zeta Zone,617,598,348919.33
2023-04-07,Alpha Widget,688,546,80163.65
2023-04-07,Beta Gadget,655,520,148563.45
2023-04-07,Camera,452,387,327760.71
2023-04-07,Delta Device,399,328,66360.79
2023-04-07,Epsilon Engine,607,573,824298.02
2023-04-07,Gamma Gizmo,309,233,23164.64
2023-04-07,Omega Orb,481,385,162738.43
2023-04-07,Theta Tool,548,406,52015.71
2023-04-07,Zeta Zone,353,298,169411.3
2023-04-08,Alpha Widget,620,485,73613.06
2023-04-08,Beta Gadget,747,682,185919.54
2023-04-08,Camera,704,550,463779.0
2023-04-08,Delta Device,472,406,83012.59
2023-04-08,Epsilon Engine,689,540,815357.37
2023-04-08,Gamma Gizmo,378,286,27201.68
2023-04-08,Omega Orb,337,310,121308.1
2023-04-08,Theta Tool,458,403,48457.69
2023-04-08,Zeta Zone,627,545,305370.34
2023-04-09,Alpha Widget,446,427,60929.68
2023-04-09,Beta Gadget,460,337,93002.26
2023-04-09,Camera,644,468,376521.7
2023-04-09,Delta Device,602,534,102177.6
2023-04-09,Epsilon Engine,691,602,871694.98
2023-04-09,Gamma Gizmo,531,401,37249.93
2023-04-09,Omega Orb,563,461,192219.36
2023-04-09,Theta Tool,692,537,67549.65
2023-04-09,Zeta Zone,596,489,285695.28
2023-04-10,Alpha Widget,528,446,65924.46
2023-04-10,Beta Gadget,579,507,143697.6
2023-04-10,Camera,560,526,445024.93
2023-04-10,Delta Device,460,324,62029.32
2023-04-10,Epsilon Engine,637,466,695908.75
2023-04-10,Gamma Gizmo,414,332,30661.89
2023-04-10,Omega Orb,491,436,171743.22
2023-04-10,Theta Tool,434,425,55713.84
2023-04-10,Zeta Zone,528,412,229745.48
2023-04-11,Alpha Widget,556,487,75805.36
2023-04-11,Beta Gadget,591,432,119434.19
2023-04-11,Camera,473,333,267497.77
2023-04-11,Delta Device,602,574,116157.71
2023-04-11,Epsilon Engine,647,513,721816.01
2023-04-11,Gamma Gizmo,508,449,41745.7
2023-04-11,Omega Orb,633,562,229655.51
2023-04-11,Theta Tool,464,454,54373.2
2023-04-11,Zeta Zone,560,479,273178.27
2023-04-12,Alpha Widget,395,351,51616.99
2023-04-12,Beta Gadget,445,340,91640.9
2023-04-12,Camera,317,302,239102.61
2023-04-12,Delta Device,334,251,46551.66
2023-04-12,Epsilon Engine,688,569,846969.81
2023-04-12,Gamma Gizmo,659,598,56676.45
2023-04-12,Omega Orb,278,248,100378.41
2023-04-12,Theta Tool,574,424,55212.3
2023-04-12,Zeta Zone,454,370,205082.45
2023-04-13,Alpha Widget,502,368,55066.27
2023-04-13,Beta Gadget,500,365,104174.43
2023-04-13,Camera,499,463,384468.9
2023-04-13,Delta Device,340,309,59581.59
2023-04-13,Epsilon Engine,591,470,697402.72
2023-04-13,Gamma Gizmo,450,362,35654.18
2023-04-13,Omega Orb,469,458,192395.79
2023-04-13,Theta Tool,578,408,50584.75
2023-04-13,Zeta Zone,389,358,207982.55
2023-04-14,Alpha Widget,448,411,60290.56
2023-04-14,Beta Gadget,505,399,112505.51
2023-04-14,Camera,523,428,341633.91
2023-04-14,Delta Device,548,438,88568.33
2023-04-14,Epsilon Engine,611,573,854648.32
2023-04-14,Gamma Gizmo,429,367,33125.93
2023-04-14,Omega Orb,365,321,125710.65
2023-04-14,Theta Tool,635,562,68049.4
2023-04-14,Zeta Zone,551,472,272680.63
2023-04-15,Alpha Widget,524,491,72529.99
2023-04-15,Beta Gadget,467,423,116912.34
2023-04-15,Camera,671,615,484184.16
2023-04-15,Delta Device,347,271,55176.88
2023-04-15,Epsilon Engine,505,471,685255.74
2023-04-15,Gamma Gizmo,339,254,24616.12
2023-04-15,Omega Orb,487,458,195725.34
2023-04-15,Theta Tool,719,620,76497.41
2023-04-15,Zeta Zone,604,427,238722.61
2023-04-16,Alpha Widget,698,670,96060.81
2023-04-16,Beta Gadget,389,289,75784.62
2023-04-16,Camera,670,643,523726.41
2023-04-16,Delta Device,719,515,104471.6
2023-04-16,Epsilon Engine,439,344,487561.37
2023-04-16,Gamma Gizmo,459,387,37236.24
2023-04-16,Omega Orb,373,327,132776.88
2023-04-16,Theta Tool,512,498,63351.35
2023-04-16,Zeta Zone,469,451,255162.65
2023-04-17,Alpha Widget,286,211,31198.99
2023-04-17,Beta Gadget,492,348,95953.28
2023-04-17,Camera,326,258,210274.72
2023-04-17,Delta Device,455,344,70120.93
2023-04-17,Epsilon Engine,432,398,602899.95
2023-04-17,Gamma Gizmo,395,304,28147.48
2023-04-17,Omega Orb,438,392,163082.71
2023-04-17,Theta Tool,541,389,48646.88
2023-04-17,Zeta Zone,431,360,198388.42
2023-04-18,Alpha Widget,312,272,40090.6
2023-04-18,Beta Gadget,517,398,111532.83
2023-04-18,Camera,651,513,402233.34
2023-04-18,Delta Device,449,323,65715.57
2023-04-18,Epsilon Engine,680,543,749824.27
2023-04-18,Gamma Gizmo,496,356,34658.17
2023-04-18,Omega Orb,302,236,99260.65
2023-04-18,Theta Tool,653,463,60714.63
2023-04-18,Zeta Zone,508,376,210421.63
2023-04-19,Alpha Widget,476,448,65503.22
2023-04-19,Beta Gadget,374,265,75025.51
2023-04-19,Camera,451,388,332671.52
2023-04-19,Delta Device,438,404,76496.28
2023-04-19,Epsilon Engine,482,369,555946.95
2023-04-19,Gamma Gizmo,377,281,27060.49
2023-04-19,Omega Orb,652,575,230487.53
2023-04-19,Theta Tool,652,493,61107.0
2023-04-19,Zeta Zone,592,507,301029.18
2023-04-20,Alpha Widget,422,371,55714.91
2023-04-20,Beta Gadget,627,460,126049.89
2023-04-20,Camera,345,273,233408.53
2023-04-20,Delta Device,502,363,69384.23
2023-04-20,Epsilon Engine,334,237,353885.29
2023-04-20,Gamma Gizmo,615,528,48113.86
2023-04-20,Omega Orb,565,544,225186.09
2023-04-20,Theta Tool,533,461,54964.79
2023-04-20,Zeta Zone,426,416,244387.75
2023-04-21,Alpha Widget,491,354,51349.34
2023-04-21,Beta Gadget,428,309,87791.28
2023-04-21,Camera,668,579,453338.59
2023-04-21,Delta Device,651,630,123742.2
2023-04-21,Epsilon Engine,613,476,660846.03
2023-04-21,Gamma Gizmo,483,370,36311.04
2023-04-21,Omega Orb,622,511,212378.18
2023-04-21,Theta Tool,384,326,41529.51
2023-04-21,Zeta Zone,339,251,146026.75
2023-04-22,Alpha Widget,362,314,49045.45
2023-04-22,Beta Gadget,667,560,158037.02
2023-04-22,Camera,783,678,553422.68
2023-04-22,Delta Device,319,295,58254.13
2023-04-22,Epsilon Engine,558,477,712117.19
2023-04-22,Gamma Gizmo,679,566,54105.43
2023-04-22,Omega Orb,583,542,222441.26
2023-04-22,Theta Tool,631,491,59057.69
2023-04-22,Zeta Zone,368,316,189986.7
2023-04-23,Alpha Widget,356,305,43566.24
2023-04-23,Beta Gadget,812,610,160459.64
2023-04-23,Camera,637,599,474208.08
2023-04-23,Delta Device,777,743,145117.36
2023-04-23,Epsilon Engine,823,577,806047.53
2023-04-23,Gamma Gizmo,726,594,59236.15
2023-04-23,Omega Orb,751,688,291274.31
2023-04-23,Theta Tool,384,365,46029.07
2023-04-23,Zeta Zone,563,519,299331.58
2023-04-24,Alpha Widget,719,563,81328.35
2023-04-24,Beta Gadget,419,357,98478.28
2023-04-24,Camera,420,308,252415.89
2023-04-24,Delta Device,388,349,69198.43
2023-04-24,Epsilon Engine,539,405,574263.19
2023-04-24,Gamma Gizmo,592,421,40658.65
2023-04-24,Omega Orb,293,251,105078.85
2023-04-24,Theta Tool,448,353,44690.86
2023-04-24,Zeta Zone,437,374,208318.6
2023-04-25,Alpha Widget,579,451,68216.68
2023-04-25,Beta Gadget,639,536,152998.87
2023-04-25,Camera,552,410,320183.66
2023-04-25,Delta Device,663,564,111871.12
2023-04-25,Epsilon Engine,420,344,506004.32
2023-04-25,Gamma Gizmo,485,470,44353.83
2023-04-25,Omega Orb,330,271,113924.88
2023-04-25,Theta Tool,567,527,68743.08
2023-04-25,Zeta Zone,343,334,202935.87
2023-04-26,Alpha Widget,654,522,79059.48
2023-04-26,Beta Gadget,682,494,134832.53
2023-04-26,Camera,383,280,226274.46
2023-04-26,Delta Device,479,454,91026.31
2023-04-26,Epsilon Engine,407,305,446624.27
2023-04-26,Gamma Gizmo,302,256,23202.39
2023-04-26,Omega Orb,302,255,105502.78
2023-04-26,Theta Tool,597,461,58445.06
2023-04-26,Zeta Zone,425,358,207170.57
2023-04-27,Alpha Widget,312,265,40197.93
2023-04-27,Beta Gadget,398,292,83396.51
2023-04-27,Camera,457,332,259001.87
2023-04-27,Delta Device,350,302,61153.55
2023-04-27,Epsilon Engine,612,489,738357.81
2023-04-27,Gamma Gizmo,611,483,47563.13
2023-04-27,Omega Orb,480,468,185978.04
2023-04-27,Theta Tool,381,309,38092.13
2023-04-27,Zeta Zone,328,310,178396.03
2023-04-28,Alpha Widget,357,333,49561.67
2023-04-28,Beta Gadget,302,273,72840.82
2023-04-28,Camera,624,568,482245.62
2023-04-28,Delta Device,461,440,82116.8
2023-04-28,Epsilon Engine,324,274,406948.13
2023-04-28,Gamma Gizmo,324,294,27234.12
2023-04-28,Omega Orb,669,570,228283.57
2023-04-28,Theta Tool,316,290,35003.25
2023-04-28,Zeta Zone,382,359,210182.99
2023-04-29,Alpha Widget,373,320,50179.08
2023-04-29,Beta Gadget,620,547,156600.19
2023-04-29,Camera,361,279,223229.56
2023-04-29,Delta Device,545,432,86539.4
2023-04-29,Epsilon Engine,465,371,564286.22
2023-04-29,Gamma Gizmo,668,562,54365.01
2023-04-29,Omega Orb,565,423,179311.71
2023-04-29,Theta Tool,453,422,54698.68
2023-04-29,Zeta Zone,333,287,159549.63
2023-04-30,Alpha Widget,585,410,59343.21
2023-04-30,Beta Gadget,505,453,122760.57
2023-04-30,Camera,393,293,250326.92
2023-04-30,Delta Device,712,690,131978.72
2023-04-30,Epsilon Engine,454,410,571913.47
2023-04-30,Gamma Gizmo,352,311,30525.62
2023-04-30,Omega Orb,450,424,180293.13
2023-04-30,Theta Tool,358,265,32257.44
2023-04-30,Zeta Zone,699,611,348699.83
2023-05-01,Alpha Widget,385,329,48020.26
2023-05-01,Beta Gadget,651,485,130988.81
2023-05-01,Camera,589,467,397059.46
2023-05-01,Delta Device,640,578,117530.73
2023-05-01,Epsilon Engine,302,288,423649.71
2023-05-01,Gamma Gizmo,551,393,37975.06
2023-05-01,Omega Orb,594,478,194274.68
2023-05-01,Theta Tool,381,305,37414.09
2023-05-01,Zeta Zone,602,546,320695.91
2023-05-02,Alpha Widget,515,433,65965.21
2023-05-02,Beta Gadget,474,344,92174.8
2023-05-02,Camera,612,583,482897.86
2023-05-02,Delta Device,422,299,57094.37
2023-05-02,Epsilon Engine,609,592,844717.46
2023-05-02,Gamma Gizmo,712,504,48993.44
2023-05-02,Omega Orb,375,361,153423.56
2023-05-02,Theta Tool,577,431,53565.53
2023-05-02,Zeta Zone,638,511,303215.39
2023-05-03,Alpha Widget,649,463,71321.41
2023-05-03,Beta Gadget,306,283,78710.11
2023-05-03,Camera,359,266,224560.54
2023-05-03,Delta Device,359,336,67775.74
2023-05-03,Epsilon Engine,519,380,557551.76
2023-05-03,Gamma Gizmo,553,438,40056.03
2023-05-03,Omega Orb,601,559,224689.11
2023-05-03,Theta Tool,520,475,59002.44
2023-05-03,Zeta Zone,575,437,244606.73
2023-05-04,Alpha Widget,530,464,68064.57
2023-05-04,Beta Gadget,499,468,133802.77
2023-05-04,Camera,423,396,329381.1
2023-05-04,Delta Device,583,556,104830.8
2023-05-04,Epsilon Engine,352,254,374176.19
2023-05-04,Gamma Gizmo,606,509,46377.15
2023-05-04,Omega Orb,567,486,200381.83
2023-05-04,Theta Tool,578,542,68078.84
2023-05-04,Zeta Zone,624,477,277686.82
2023-05-05,Alpha Widget,520,497,75948.9
2023-05-05,Beta Gadget,478,395,105667.41
2023-05-05,Camera,472,432,349830.51
2023-05-05,Delta Device,651,525,99250.85
2023-05-05,Epsilon Engine,646,594,894915.37
2023-05-05,Gamma Gizmo,500,402,38463.28
2023-05-05,Omega Orb,368,315,125419.66
2023-05-05,Theta Tool,516,500,61369.38
2023-05-05,Zeta Zone,471,384,231584.43
2023-05-06,Alpha Widget,404,303,44712.1
2023-05-06,Beta Gadget,414,291,82721.87
2023-05-06,Camera,441,405,330317.99
2023-05-06,Delta Device,399,372,71266.99
2023-05-06,Epsilon Engine,641,515,720443.84
2023-05-06,Gamma Gizmo,313,283,27318.22
2023-05-06,Omega Orb,695,565,242114.87
2023-05-06,Theta Tool,778,608,73505.14
2023-05-06,Zeta Zone,641,560,315973.53
2023-05-07,Alpha Widget,756,739,107848.59
2023-05-07,Beta Gadget,594,553,158098.16
2023-05-07,Camera,461,404,332121.39
2023-05-07,Delta Device,451,336,67212.03
2023-05-07,Epsilon Engine,556,484,687589.39
2023-05-07,Gamma Gizmo,394,356,32689.03
2023-05-07,Omega Orb,350,250,101664.75
2023-05-07,Theta Tool,543,513,61210.57
2023-05-07,Zeta Zone,653,637,362691.84
2023-05-08,Alpha Widget,288,276,42536.49
2023-05-08,Beta Gadget,419,336,88553.29
2023-05-08,Camera,609,544,424406.8
2023-05-08,Delta Device,455,363,69087.44
2023-05-08,Epsilon Engine,482,440,620051.29
2023-05-08,Gamma Gizmo,270,260,25089.63
2023-05-08,Omega Orb,436,324,130594.46
2023-05-08,Theta Tool,549,535,69545.59
2023-05-08,Zeta Zone,312,248,149437.78
2023-05-09,Alpha Widget,704,640,98377.91
2023-05-09,Beta Gadget,452,334,93735.24
2023-05-09,Camera,573,428,353498.01
2023-05-09,Delta Device,531,431,87893.37
2023-05-09,Epsilon Engine,496,428,590010.35
2023-05-09,Gamma Gizmo,388,279,25231.89
2023-05-09,Omega Orb,668,620,261310.27
2023-05-09,Theta Tool,434,369,48118.47
2023-05-09,Zeta Zone,322,244,144367.03
2023-05-10,Alpha Widget,450,380,57796.62
2023-05-10,Beta Gadget,545,432,119534.5
2023-05-10,Camera,653,511,425282.04
2023-05-10,Delta Device,633,551,107648.88
2023-05-10,Epsilon Engine,571,477,692549.03
2023-05-10,Gamma Gizmo,276,263,26189.34
2023-05-10,Omega Orb,685,622,262811.09
2023-05-10,Theta Tool,512,457,55131.53
2023-05-10,Zeta Zone,552,433,262785.1
2023-05-11,Alpha Widget,303,222,31947.74
2023-05-11,Beta Gadget,312,273,74848.5
2023-05-11,Camera,433,352,300579.79
2023-05-11,Delta Device,335,292,58033.61
2023-05-11,Epsilon Engine,702,598,910070.57
2023-05-11,Gamma Gizmo,701,663,62116.74
2023-05-11,Omega Orb,323,293,121640.4
2023-05-11,Theta Tool,350,317,40108.35
2023-05-11,Zeta Zone,688,649,365208.06
2023-05-12,Alpha Widget,509,368,53518.17
2023-05-12,Beta Gadget,611,442,118877.06
2023-05-12,Camera,578,415,332894.49
2023-05-12,Delta Device,362,324,63647.6
2023-05-12,Epsilon Engine,640,531,805330.69
2023-05-12,Gamma Gizmo,609,460,44828.55
2023-05-12,Omega Orb,570,468,186923.09
2023-05-12,Theta Tool,524,512,64278.5
2023-05-12,Zeta Zone,412,373,213046.3
2023-05-13,Alpha Widget,563,500,73418.52
2023-05-13,Beta Gadget,427,395,106510.54
2023-05-13,Camera,501,448,358172.01
